company_code,avg_daily_high_low_range,avg_daily_volume,avg_trading_capital,instrument_token,tradingsymbol,name,exchange
61,4.78843533009150308630,22741856.500000000000,2417819809.38600000,61,AGARIND,Agarwal Industrial Corporation Limited,NSE
62,3.19954875854560224200,605006.400000000000,2416938445.72000000,62,AGARWALEYE,Dr. Agarwal's Health Care Limited,NSE
63,4.92732733243534406290,652321.800000000000,2319714202.98500000,63,AGI,AGI Greenpac Limited,NSE
64,5.11605283464654137420,11186156.700000000000,2220335775.26200000,64,AGIIL,Agi Infra Limited,NSE
65,3.83724461173201438700,6394711.800000000000,2218200767.82000000,65,AGRITECH,Agri-Tech (India) Limited,NSE
66,3.43059717593721092400,576127.600000000000,2208362326.25000000,66,AGROPHOS,Agro Phos India Limited,NSE
67,4.25281821203294905540,1907928.000000000000,2201995775.18000000,67,AGSTRA,AGS Transact Technologies Limited,NSE
68,9.17835876859555433520,2223055.400000000000,2174455703.70000000,68,AHL,Abans Holdings Limited,NSE
69,6.30742519298575110690,7662052.000000000000,2158389828.48500000,69,AHLADA,Ahlada Engineers Limited,NSE
70,4.30337337093964967200,1575555.800000000000,2150463843.30000000,70,AHLEAST,Asian Hotels (East) Limited,NSE
71,3.90012480269400764630,6025332.400000000000,2129449075.64000000,71,AHLUCONT,Ahluwalia Contracts (India) Limited,NSE
72,5.11133590412778713390,2072106.500000000000,2065901931.95000000,72,AIAENG,AIA Engineering Limited,NSE
73,4.06789449519963872740,22654682.000000000000,2016729173.03000000,73,AIIL,Authum Investment & Infrastructure Limited,NSE
74,4.12369166551358213140,1664557.000000000000,2012706748.70000000,74,AIRAN,Airan Limited,NSE
75,5.07022299680133222160,577549.200000000000,2010039620.06000000,75,AIROLAM,Airo Lam limited,NSE
76,5.39015893056545408950,2240043.400000000000,2005301650.92500000,76,AJANTPHARM,Ajanta Pharma Limited,NSE
77,6.03226681880801349720,11809382.400000000000,2000961226.07400000,77,AJAXENGG,Ajax Engineering Limited,NSE
78,3.59331442592607243220,20671590.800000000000,1967410336.52800000,78,AJMERA,Ajmera Realty & Infra India Limited,NSE
79,5.05088732477630843320,11490485.800000000000,1951868510.45400000,79,AJOONI,Ajooni Biotech Limited,NSE
80,5.07090489600282813640,2194312.600000000000,1923615297.64000000,80,AKASH,Akash Infra-Projects Limited,NSE
81,6.16667484504664637300,3270529.400000000000,1896693936.08000000,81,AKG,Akg Exim Limited,NSE
82,3.16501295630017528480,7684936.800000000000,1818073964.32000000,82,AKI,AKI India Limited,NSE
83,3.12143892382019084870,969087.200000000000,1760720657.82500000,83,AKSHAR,Akshar Spintex Limited,NSE
84,4.29100734658901502540,2957958.700000000000,1751306012.85500000,84,AKSHARCHEM,AksharChem India Limited,NSE
85,4.93614464246580222820,4952288.600000000000,1735868268.09500000,85,AKSHOPTFBR,Aksh Optifibre Limited,NSE
86,5.95877557644567937230,5016132.100000000000,1708435201.13000000,86,AKUMS,Akums Drugs and Pharmaceuticals Limited,NSE
87,3.85164030922474731960,2739957.200000000000,1705052477.71000000,87,AKZOINDIA,Akzo Nobel India Limited,NSE
88,4.94434931043985906440,2472688.800000000000,1687846027.02000000,88,ALANKIT,Alankit Limited,NSE
89,3.29482225378881015690,1490674.700000000000,1670860254.25000000,89,ALBERTDAVD,Albert David Limited,NSE
90,4.04422611078572470400,5199170.600000000000,1662255263.17000000,90,ALEMBICLTD,Alembic Limited,NSE
91,7.23429764490962460520,2793655.800000000000,1659568801.94000000,91,ALICON,Alicon Castalloy Limited,NSE
92,3.04112374509838530880,6432118.600000000000,1645737152.69000000,92,ALIVUS,Alivus Life Sciences Limited,NSE
93,6.16734649792233508200,1399078.900000000000,1640383148.28000000,93,ALKALI,Alkali Metals Limited,NSE
94,4.23749634817317784920,1256257.800000000000,1636301919.45000000,94,ALKEM,Alkem Laboratories Limited,NSE
95,3.14915516048736841120,12918894.400000000000,1554369244.42200000,95,ALKYLAMINE,Alkyl Amines Chemicals Limited,NSE
96,4.32895186616071481200,2984049.700000000000,1515142796.97500000,96,ALLCARGO,Allcargo Logistics Limited,NSE
97,3.80773823024592392270,13129378.700000000000,1514256078.00100000,97,ALLDIGI,Alldigi Tech Limited,NSE
98,3.45835486681294816580,537725.400000000000,1513581870.05000000,98,ALMONDZ,Almondz Global Securities Limited,NSE
99,3.90468971929363203540,2042929.000000000000,1508573863.60000000,99,ALOKINDS,Alok Industries Limited,NSE
100,5.37893864799669958100,908963.000000000000,1501180327.67000000,100,ALPA,Alpa Laboratories Limited,NSE
101,3.27168656935805352640,7055349.600000000000,1482128531.73600000,101,ALPHAGEO,Alphageo (India) Limited,NSE
102,6.25814484924797660940,3770923.000000000000,1476483772.01000000,102,ALPSINDUS,Alps Industries Limited,NSE
103,4.14836558339833929950,2747362.300000000000,1476470698.15000000,103,AMBER,Amber Enterprises India Limited,NSE
104,5.22518310060058085400,989378.400000000000,1464194633.96000000,104,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,NSE
105,4.64739806258356889410,3445006.600000000000,1422738871.67000000,105,AMBIKCO,Ambika Cotton Mills Limited,NSE
106,5.84881713835728302040,1003813.600000000000,1422265210.70000000,106,AMBUJACEM,Ambuja Cements Limited,NSE
107,6.83280939185625214350,1696085.400000000000,1399180777.79000000,107,AMDIND,AMD Industries Limited,NSE
108,3.14655472945063827280,2278524.000000000000,1359381212.13000000,108,AMIORG,Ami Organics Limited,NSE
109,6.18135140692439435270,2258185.600000000000,1312189304.69000000,109,AMJLAND,Amj Land Holdings Limited,NSE
110,6.15034460760294644660,1617220.800000000000,1291999533.44000000,110,AMNPLST,Amines & Plasticizers Limited,NSE
111,5.84905526979568384470,630448.600000000000,1259767285.74000000,111,AMRUTANJAN,Amrutanjan Health Care Limited,NSE
112,4.94185240233575246080,2478344.600000000000,1245633209.71000000,112,ANANDRATHI,Anand Rathi Wealth Limited,NSE
113,3.80520377918774981140,592897.700000000000,1227395249.78000000,113,ANANTRAJ,Anant Raj Limited,NSE
114,7.20143633242016761370,4531559.100000000000,1211545832.77000000,114,ANDHRAPAP,ANDHRA PAPER LIMITED,NSE
115,3.28044236557804053340,19483205.800000000000,1202319736.14000000,115,ANDHRSUGAR,The Andhra Sugars Limited,NSE
116,3.45977742746551032300,65620946.000000000000,1191427732.97400000,116,ANGELONE,Angel One Limited,NSE
117,4.60379529112327586190,5307930.000000000000,1189733871.70500000,117,ANIKINDS,Anik Industries Limited,NSE
118,4.93761800680788226580,12276977.400000000000,1184398258.51000000,118,ANKITMETAL,Ankit Metal & Power Limited,NSE
119,5.61756877685565153260,13854880.800000000000,1183375099.70000000,119,ANMOL,Anmol India Limited,NSE
120,4.09536690811447668220,639186.200000000000,1182540898.18500000,120,ANSALAPI,Ansal Properties & Infrastructure Limited,NSE
121,3.98976456303923993360,15429515.700000000000,1177175165.32300000,121,ANTGRAPHIC,Antarctica Limited,NSE
122,4.89421924774503780140,18679259.600000000000,1171296619.94200000,122,ANUHPHR,Anuh Pharma Limited,NSE
123,5.91376754576685654450,8719324.000000000000,1169033092.68200000,123,ANUP,The Anup Engineering Limited,NSE
124,4.55535639092750286380,685520.900000000000,1145302236.03500000,124,ANURAS,Anupam Rasayan India Limited,NSE
125,3.29542106149675777350,1248862.800000000000,1142226887.79000000,125,APARINDS,Apar Industries Limited,NSE
126,5.73830405342315605020,27638663.900000000000,1115725601.97600000,126,APCL,Anjani Portland Cement Limited,NSE
127,5.13524404492866927970,834727.900000000000,1113003536.18500000,127,APCOTEXIND,Apcotex Industries Limited,NSE
128,4.41323513559261585940,3244930.600000000000,1109263571.37000000,128,APEX,Apex Frozen Foods Limited,NSE
129,4.06394872395770322020,1467260.400000000000,1108532729.44000000,129,APLAPOLLO,APL Apollo Tubes Limited,NSE
130,3.96280718085167012970,943483.700000000000,1103674560.47000000,130,APLLTD,Alembic Pharmaceuticals Limited,NSE
131,4.32224480521797632490,1420289.900000000000,1062159673.60500000,131,APOLLO,Apollo Micro Systems Limited,NSE
132,3.34639092257156527220,596503.200000000000,1061673372.84000000,132,APOLLOHOSP,Apollo Hospitals Enterprise Limited,NSE
133,9.62500568205268836520,2333490.200000000000,1061606844.40000000,133,APOLLOPIPE,Apollo Pipes Limited,NSE
134,4.52933034423469596600,1667074.200000000000,1050001244.12000000,134,APOLLOTYRE,Apollo Tyres Limited,NSE
135,3.82733677526968271240,2073526.400000000000,1034870406.41000000,135,APOLSINHOT,Apollo Sindoori Hotels Limited,NSE
136,5.72646397125043741990,6950418.900000000000,1000529150.17500000,136,APTECHT,Aptech Limited,NSE
137,4.45329698829233772200,2706694.800000000000,970906960.36000000,137,APTUS,Aptus Value Housing Finance India Limited,NSE
138,5.17646437545258577040,971383.900000000000,970670345.65500000,138,ARCHIDPLY,Archidply Industries Limited,NSE
139,3.77325991104885657800,705892.000000000000,964942499.98000000,139,ARCHIES,Archies Limited,NSE
140,6.34049465149133931920,1800520.100000000000,960867927.86500000,140,ARE&M,Amara Raja Energy & Mobility Limited,NSE
141,4.74559226368815387480,9549322.000000000000,951920099.48400000,141,ARENTERP,Rajdarshan Industries Limited,NSE
142,6.88230218304851879590,1755443.400000000000,948241742.01500000,142,ARIES,Aries Agro Limited,NSE
143,4.05744689299642193250,5674543.200000000000,937304529.64800000,143,ARIHANTCAP,Arihant Capital Markets Limited,NSE
144,5.24935896701863572830,1841277.100000000000,913632770.24500000,144,ARIHANTSUP,Arihant Superstructures Limited,NSE
145,5.77352895898994134170,2307090.100000000000,912649727.88500000,145,ARKADE,Arkade Developers Limited,NSE
146,3.90837175445072553990,832934.100000000000,912254835.64500000,146,ARMANFIN,Arman Financial Services Limited,NSE
147,7.29109517794772015800,589477.800000000000,893643952.37000000,147,AROGRANITE,Aro Granite Industries Limited,NSE
148,5.71590049307257384270,565577.600000000000,890953289.89500000,148,ARROWGREEN,Arrow Greentech Limited,NSE
149,3.74162044991972748930,4500262.700000000000,890604043.50100000,149,ARSHIYA,Arshiya Limited,NSE
150,4.10047081599610675060,598227.900000000000,884664134.50000000,150,ARTEMISMED,Artemis Medicare Services Limited,NSE
151,3.44831225097052521100,600901.600000000000,877189774.23000000,151,ARTNIRMAN,Art Nirman Limited,NSE
152,5.09564235521078058840,17564109.000000000000,867550590.76400000,152,ARVEE,Arvee Laboratories (India) Limited,NSE
153,5.53543612119732125700,3403838.400000000000,866685221.08000000,153,ARVIND,Arvind Limited,NSE
154,7.91549085021621490810,16085058.700000000000,857574157.50800000,154,ARVINDFASN,Arvind Fashions Limited,NSE
155,4.40789024529848679060,601526.500000000000,855624501.85000000,155,ARVSMART,Arvind SmartSpaces Limited,NSE
156,7.71731995369271752200,5065144.600000000000,845218978.22400000,156,ASAHIINDIA,Asahi India Glass Limited,NSE
157,5.97226842907868994890,813618.300000000000,843657210.57500000,157,ASAHISONG,Asahi Songwon Colors Limited,NSE
158,4.61623547000425116580,764513.900000000000,831424384.58000000,158,ASAL,Automotive Stampings and Assemblies Limited,NSE
159,6.63904079089951164640,6685627.600000000000,825861094.82900000,159,ASALCBR,Associated Alcohols & Breweries Ltd.,NSE
160,4.70684891315685525070,3548256.900000000000,824492700.52000000,160,ASHAPURMIN,Ashapura Minechem Limited,NSE
161,3.89642418462103922480,5760660.800000000000,813854730.30200000,161,ASHIANA,Ashiana Housing Limited,NSE
162,5.19893253509759886070,727946.300000000000,787190893.78000000,162,ASHIMASYN,Ashima Limited,NSE
163,4.92522806985480001940,5502481.300000000000,781630340.13200000,163,ASHOKA,Ashoka Buildcon Limited,NSE
164,4.14586250002971962500,1789246.900000000000,780304111.21500000,164,ASHOKAMET,Ashoka Metcast Limited,NSE
165,3.78224363962929402220,10828462.600000000000,777080502.55000000,165,ASHOKLEY,Ashok Leyland Limited,NSE
166,8.76892047183804024470,2500053.200000000000,755514474.26000000,166,ASIANENE,Asian Energy Services Limited,NSE
167,9.26427207838346348190,540759.100000000000,754390929.64500000,167,ASIANHOTNR,Asian Hotels (North) Limited,NSE
168,3.34586136048963416060,2030189.200000000000,741461972.24000000,168,ASIANPAINT,Asian Paints Limited,NSE
169,4.64662173988244151260,3074031.000000000000,739632204.07200000,169,ASIANTILES,Asian Granito India Limited,NSE
170,3.78961599805031915440,5538604.300000000000,728029215.75900000,170,ASKAUTOLTD,ASK Automotive Limited,NSE
171,3.54113198817105659230,1348909.900000000000,716071107.05000000,171,ASMS,Bartronics India Limited,NSE
172,5.82575546430576608460,1222514.500000000000,705695557.43000000,172,ASPINWALL,Aspinwall and Company Limited,NSE
173,5.14467963523837184530,638384.000000000000,701016538.51500000,173,ASTEC,Astec LifeSciences Limited,NSE
174,4.00302199020850142880,777765.800000000000,695050182.88000000,174,ASTERDM,Aster DM Healthcare Limited,NSE
175,4.20333787084735574840,7611500.200000000000,693767654.22200000,175,ASTRAL,Astral Limited,NSE
176,5.33615576361745547960,617639.300000000000,691829753.73000000,176,ASTRAMICRO,Astra Microwave Products Limited,NSE
177,3.36077550054224799460,1604760.200000000000,671816401.49000000,177,ASTRAZEN,AstraZeneca Pharma India Limited,NSE
178,5.24131896504868088560,861829.900000000000,668749773.84500000,178,ASTRON,Astron Paper & Board Mill Limited,NSE
179,5.92842342622528744400,931335.200000000000,665857649.03000000,179,ATALREAL,Atal Realtech Limited,NSE
180,4.66000305902002162900,4669252.600000000000,658992073.74000000,180,ATAM,Atam Valves Limited,NSE
181,3.95305451953150194860,6309661.000000000000,641320079.25400000,181,ATFL,Agro Tech Foods Limited,NSE
182,6.49640387468219564340,613176.300000000000,640782739.09000000,182,ATGL,Adani Total Gas Limited,NSE
183,3.88575909862121403220,1173375.200000000000,639732964.07000000,183,ATL,Allcargo Terminals Limited,NSE
184,4.25423265688380815560,3735899.200000000000,637990145.92200000,184,ATLANTAA,ATLANTAA LIMITED,NSE
185,5.70328255111744980220,2183232.600000000000,637817908.59000000,185,ATLASCYCLE,Atlas Cycles (Haryana) Limited,NSE
186,4.26569305464389385080,747866.400000000000,637376920.05500000,186,ATUL,Atul Limited,NSE
187,5.47995882458916266490,537754.100000000000,633272911.76500000,187,ATULAUTO,Atul Auto Limited,NSE
188,7.05364926910789788570,1015827.700000000000,631800732.67500000,188,AUBANK,AU Small Finance Bank Limited,NSE
189,3.21902514406836371640,1302103.400000000000,630000819.15000000,189,AURIONPRO,Aurionpro Solutions Limited,NSE
190,4.62228636072314245740,719235.400000000000,607210602.36500000,190,AUROPHARMA,Aurobindo Pharma Limited,NSE
191,4.01031550601498588080,591575.800000000000,590141664.81000000,191,AURUM,Aurum PropTech Limited,NSE
192,4.41941733460213554190,955542.200000000000,584087377.17000000,192,AUSOMENT,Ausom Enterprise Limited,NSE
193,5.86500291549078078160,1799244.000000000000,581775575.51000000,193,AUTOAXLES,Automotive Axles Limited,NSE
194,5.75236074828765583230,5322372.200000000000,577087434.04500000,194,AUTOIND,Autoline Industries Limited,NSE
195,5.34936235592411221290,14902424.400000000000,553866318.17500000,195,AVADHSUGAR,Avadh Sugar & Energy Limited,NSE
196,4.29031450062978468030,551057.800000000000,548291398.67000000,196,AVALON,Avalon Technologies Limited,NSE
197,6.55857552945635109720,782343.700000000000,543186151.14000000,197,AVANTEL,Avantel Limited,NSE
198,4.80202192820502269620,919306.900000000000,542124269.63000000,198,AVANTIFEED,Avanti Feeds Limited,NSE
199,4.41407514133163887760,3392194.400000000000,541095425.48400000,199,AVG,AVG Logistics Limited,NSE
200,4.74306853631406101850,18549154.000000000000,540878875.38300000,200,AVL,Aditya Vision Limited,NSE
201,3.61417549893245169140,592761.600000000000,540563940.94000000,201,AVONMORE,Avonmore Capital & Management Services Limited,NSE
202,4.06606499265398077580,7450947.700000000000,540548276.59500000,202,AVROIND,AVRO INDIA LIMITED,NSE
203,5.13846362422812487020,3008245.900000000000,531376476.64900000,203,AVTNPL,AVT Natural Products Limited,NSE
204,4.30056558808603817940,1772904.400000000000,530567399.21000000,204,AWFIS,Awfis Space Solutions Limited,NSE
205,4.70470421074410104850,1793348.500000000000,530098425.580000000000,205,AWHCL,Antony Waste Handling Cell Limited,NSE
206,6.62375345905058705430,1364949.800000000000,525436445.61500000,206,AWL,Adani Wilmar Limited,NSE
207,3.77197330230469103870,1692400.400000000000,516453802.17500000,207,AXISBANK,Axis Bank Limited,NSE
208,2.83229691485301696280,751797.000000000000,513805025.41000000,208,AXISCADES,AXISCADES Technologies Limited,NSE
209,4.53796713418899302340,1177388.200000000000,512889066.93000000,209,AXITA,Axita Cotton Limited,NSE
210,5.31827207902688832450,520109.200000000000,497423345.02500000,210,AYMSYNTEX,AYM Syntex Limited,NSE
211,5.66462034378632986910,3154823.300000000000,491747107.06600000,211,AZAD,Azad Engineering Limited,NSE
212,3.76543070175931841920,704325.600000000000,487421468.28000000,212,BAFNAPH,Bafna Pharmaceuticals Limited,NSE
213,4.16321661661559282090,1133438.600000000000,486553263.49500000,213,BAGFILMS,B.A.G Films and Media Limited,NSE
214,4.99216858659580038460,902193.000000000000,482379376.75000000,214,BAIDFIN,Baid Finserv Limited,NSE
215,3.58072760559225450380,777845.800000000000,470902892.05000000,215,BAJAJ-AUTO,Bajaj Auto Limited,NSE
216,6.86678935238757481150,768229.100000000000,468726874.03500000,216,BAJAJCON,Bajaj Consumer Care Limited,NSE
217,5.02179274255435629600,786411.200000000000,466874496.71000000,217,BAJAJELEC,Bajaj Electricals Limited,NSE
218,9.65687312750241616550,20305584.600000000000,465123813.10200000,218,BAJAJFINSV,Bajaj Finserv Limited,NSE
219,6.45068605651315315880,1030920.000000000000,462102533.52000000,219,BAJAJHCARE,Bajaj Healthcare Limited,NSE
220,4.03785281751116507520,4500359.000000000000,451229267.14400000,220,BAJAJHFL,Bajaj Housing Finance Limited,NSE
221,5.09330064939690246980,1136684.100000000000,451179350.99500000,221,BAJAJHIND,Bajaj Hindusthan Sugar Limited,NSE
222,6.34864316660540039400,2666315.800000000000,446238980.00200000,222,BAJAJHLDNG,Bajaj Holdings & Investment Limited,NSE
223,5.79438852395742049280,1917214.800000000000,445319277.69000000,223,BAJAJINDEF,Indef Manufacturing Limited,NSE
224,4.77806089960737729700,1595151.800000000000,444634594.30000000,224,BAJEL,Bajel Projects Limited,NSE
225,5.08247484950086297040,523849.900000000000,443419149.59500000,225,BAJFINANCE,Bajaj Finance Limited,NSE
226,4.76348596734908501310,1241455.300000000000,424996782.18500000,226,BALAJEE,Shree Tirupati Balajee Agro Trading Company Limited,NSE
227,5.55855661432646277150,1707447.200000000000,423549909.77500000,227,BALAJITELE,Balaji Telefilms Limited,NSE
228,4.84709450581123680290,1497341.900000000000,418238763.00000000,228,BALAMINES,Balaji Amines Limited,NSE
229,4.88013751442083643240,32791515.100000000000,416858165.28200000,229,BALAXI,BALAXI PHARMACEUTICALS LIMITED,NSE
230,3.61592368797497136880,711945.000000000000,415416113.36000000,230,BALKRISHNA,Balkrishna Paper Mills Limited,NSE
231,6.24638836458124283700,46324759.900000000000,413829016.31600000,231,BALKRISIND,Balkrishna Industries Limited,NSE
232,4.63113050359871458700,25326095.000000000000,407066043.94400000,232,BALMLAWRIE,Balmer Lawrie & Company Limited,NSE
233,5.85270807197240122940,708579.300000000000,406706144.28000000,233,BALPHARMA,Bal Pharma Limited,NSE
234,3.48899862172474335560,8325231.200000000000,404551425.87600000,234,BALRAMCHIN,Balrampur Chini Mills Limited,NSE
235,4.14303338213583510000,1782093.800000000000,403761177.54000000,235,BALUFORGE,Balu Forge Industries Limited,NSE
236,7.66398652257631961380,1232241.400000000000,401187916.150000000000,236,BANARBEADS,Banaras Beads Limited,NSE
237,5.37726032363083264940,1019244.200000000000,396786476.79500000,237,BANARISUG,Bannari Amman Sugars Limited,NSE
238,5.61794738635970026220,522712.900000000000,392684999.71500000,238,BANCOINDIA,Banco Products (I) Limited,NSE
239,5.27764999456870389960,1403096.400000000000,391635500.26000000,239,BANDHANBNK,Bandhan Bank Limited,NSE
240,6.50570866225250668660,2740384.200000000000,385535103.13400000,240,BANG,Bang Overseas Limited,NSE
241,3.97935770774281101770,1427673.000000000000,382328214.03500000,241,BANKA,Banka BioLoo Limited,NSE
242,4.33332879786869626230,2207071.600000000000,378668404.03600000,242,BANKBARODA,Bank of Baroda,NSE
243,4.30846065283837485320,846174.100000000000,378239825.49500000,243,BANKINDIA,Bank of India,NSE
244,4.68105009923306884840,654295.400000000000,368232708.51000000,244,BANSALWIRE,Bansal Wire Industries Limited,NSE
245,5.25673024827412930060,26008306.600000000000,365619694.25800000,245,BANSWRAS,Banswara Syntex Limited,NSE
246,6.59443334015177513800,1363160.300000000000,350893367.65000000,246,BARBEQUE,Barbeque Nation Hospitality Limited,NSE
247,6.80674175194027092020,840304.400000000000,349582292.75000000,247,BASF,BASF India Limited,NSE
248,6.51425655256054648000,947262.400000000000,347532153.02000000,248,BASML,Bannari Amman Spinning Mills Limited,NSE
249,5.17881323552855462960,6869014.600000000000,340308821.82300000,249,BATAINDIA,Bata India Limited,NSE
250,7.53009022785955326230,1268022.100000000000,340133302.55800000,250,BAYERCROP,Bayer Cropscience Limited,NSE
